Pickup_Point_ID,Regional,Province,Suburb,Waybill,Customer_ID,Order_Date,total_weight,total_courier_charge,total_Sales_amount,number_of_customers,number_of_orders
pup1958,Township,Western Cape,George,PAR4091143330,CUS1605,2022-03-10 00:00:00.000,2.00,53.30,66.00,1,1
pup1959,Regional,Eastern Cape,Grahamstown,PAR4068731662,CUS1992,2022-03-18 00:00:00.000,2.00,53.30,79.00,1,1
pup1960,Township,Limpopo,Groblersdal,PAR4068771219,CUS1288,2022-03-19 00:00:00.000,3.00,0.00,60.00,1,1
pup1962,Regional,Gauteng,Heidelberg,PAR4068766579,CUS2063,2022-03-30 00:00:00.000,3.00,217.58,306.00,1,1
pup1963,Central,Western Cape,Sandbaai,PAR4091172825,CUS1879,2022-03-28 00:00:00.000,1.00,42.16,49.00,1,1
pup1963,Central,Western Cape,Sandbaai,PAR4091177244,CUS1026,2022-03-22 00:00:00.000,2.00,53.30,69.00,1,1
pup1967,Central,Gauteng,Boksburg,PAR4091112905,CUS1464,2022-03-28 00:00:00.000,4.00,73.83,77.00,1,1
pup1967,Central,Gauteng,Boksburg,PAR4091157182,CUS1012,2022-03-31 00:00:00.000,1.00,53.30,59.00,1,1
pup1968,Regional,Gauteng,Bedfordview,PAR4068797546,CUS1318,2022-03-30 00:00:00.000,2.00,53.30,76.00,1,1
pup1982,Central,Gauteng,Cresta,PAR4068715448,CUS1844,2022-03-25 00:00:00.000,2.00,53.30,58.00,1,1
pup1982,Central,Gauteng,Cresta,PAR4091110283,CUS1145,2022-03-10 00:00:00.000,2.00,84.39,102.00,1,1
pup1984,Regional,Gauteng,Bedfordview,PAR4091148466,CUS1978,2022-03-09 00:00:00.000,1.00,217.58,233.00,1,1
pup1986,Regional,Gauteng,Midrand,PAR4091128033,CUS1253,2022-03-30 00:00:00.000,3.00,84.39,93.00,1,1
pup1988,Central,Gauteng,Sandton,PAR4068717532,CUS1610,2022-03-22 00:00:00.000,3.00,73.83,107.00,1,1
pup1990,Township,Gauteng,Kyalami,PAR4091197052,CUS2159,2022-03-11 00:00:00.000,2.00,53.30,63.00,1,1
pup1993,Regional,North West,Klerksdorp,PAR4091143118,CUS1416,2022-03-09 00:00:00.000,2.00,0.00,60.00,1,1
pup1998,Regional,Limpopo,Tzaneen,PAR4068794790,CUS1467,2022-03-25 00:00:00.000,3.00,84.39,117.00,1,1
pup2003,Regional,Mpumalanga,West Acres,PAR4068762441,CUS1156,2022-03-09 00:00:00.000,5.00,42.16,55.00,1,1
pup2008,Township,KwaZulu-Natal,Chasedene,PAR4068763258,CUS1959,2022-03-15 00:00:00.000,2.00,53.30,55.00,1,1
pup2008,Township,KwaZulu-Natal,Chasedene,PAR4091131909,CUS1776,2022-03-14 00:00:00.000,2.00,53.30,67.00,1,1
pup2010,Central,Limpopo,Bendor,PAR4091109367,CUS2109,2022-03-25 00:00:00.000,1.00,53.30,68.00,1,1
pup2011,Central,Eastern Cape,Newton Park,PAR4091127636,CUS1031,2022-03-09 00:00:00.000,1.00,42.16,63.00,1,1
pup2012,Central,Eastern Cape,Walmer,PAR4068759240,CUS1498,2022-03-31 00:00:00.000,2.00,84.39,99.00,1,1
pup2012,Central,Eastern Cape,Walmer,PAR4091112982,CUS1015,2022-03-15 00:00:00.000,2.00,0.00,60.00,1,1
pup2012,Central,Eastern Cape,Walmer,PAR4091194418,CUS2169,2022-03-10 00:00:00.000,6.00,53.30,57.00,1,1
pup2013,Central,Eastern Cape,Hunters Retreat,PAR4068771862,CUS1384,2022-03-28 00:00:00.000,1.00,84.39,103.00,1,1
pup2014,Regional,North West,Potchefstroom,PAR4091121900,CUS1070,2022-03-14 00:00:00.000,2.00,84.39,103.00,1,1
pup2014,Regional,North West,Potchefstroom,PAR4091122384,CUS1952,2022-03-09 00:00:00.000,2.00,42.16,55.00,1,1
pup2025,Township,Western Cape,Bergvliet,PAR4068772422,CUS1504,2022-03-25 00:00:00.000,2.00,84.39,111.00,1,1
pup2026,Central,Gauteng,Nieuw Muckleneuk,PAR4091103885,CUS1057,2022-03-11 00:00:00.000,2.00,0.00,60.00,1,1
pup2026,Central,Gauteng,Nieuw Muckleneuk,PAR4091171765,CUS1331,2022-03-18 00:00:00.000,2.00,84.39,125.00,1,1
pup2027,Regional,Gauteng,Centurion,PAR4091170483,CUS1391,2022-03-11 00:00:00.000,3.00,84.39,96.00,1,1
pup2029,Central,Gauteng,Montana Park,PAR4091148904,CUS1481,2022-03-17 00:00:00.000,8.00,53.30,56.00,1,1
pup2029,Central,Gauteng,Montana Park,PAR4091186075,CUS1924,2022-03-16 00:00:00.000,3.00,73.83,89.00,1,1
pup203,Central,Free State,Bultfontein,PAR4068776940RRB1,CUS1408,2022-03-14 00:00:00.000,2.00,0.00,60.00,1,1
pup2030,Central,Gauteng,Centurion,PAR4068724979,CUS1726,2022-03-30 00:00:00.000,2.00,53.30,76.00,1,1
pup2032,Township,Western Cape,Stellenbosch,PAR4068736896,CUS2152,2022-03-29 00:00:00.000,2.00,53.30,75.00,1,1
pup2037,Central,Free State,Welkom,PAR4068732410,CUS1051,2022-03-17 00:00:00.000,3.00,0.00,60.00,1,1
pup2067,Central,KwaZulu-Natal,Durban,PAR4068741592,CUS1444,2022-03-31 00:00:00.000,2.00,53.30,64.00,1,1
pup2069,Regional,Gauteng,Kempton Park,PAR4068772441,CUS2014,2022-03-31 00:00:00.000,1.00,73.83,75.00,1,1
pup2072,Central,Gauteng,Germiston,PAR4068702931,CUS2049,2022-03-29 00:00:00.000,1.00,84.39,116.00,1,1
pup2072,Central,Gauteng,Germiston,PAR4091178692,CUS1848,2022-03-28 00:00:00.000,2.00,73.83,80.00,1,1
pup2073,Central,Western Cape,Kenilworth,PAR4091120164,CUS1360,2022-03-29 00:00:00.000,1.00,73.83,96.00,1,1
pup2073,Central,Western Cape,Kenilworth,PAR4091145083,CUS1102,2022-03-31 00:00:00.000,2.00,73.83,79.00,1,1
pup2075,Central,KwaZulu-Natal,Amanzimtoti,PAR4068716539,CUS1629,2022-03-26 00:00:00.000,3.00,84.39,88.00,1,1
pup2077,Central,Mpumalanga,Kwamhlanga,PAR4091178350,CUS2167,2022-03-14 00:00:00.000,4.00,53.30,54.00,1,1
pup2079,Regional,Gauteng,Soweto,PAR4068705895,CUS1176,2022-03-30 00:00:00.000,6.00,84.39,93.00,1,1
pup2079,Regional,Gauteng,Soweto,PAR4091186746,CUS1335,2022-03-28 00:00:00.000,2.00,84.39,105.00,1,1
pup2084,Central,Limpopo,Bendor,PAR4068726245,CUS1524,2022-03-28 00:00:00.000,4.00,217.58,257.00,1,1
pup2084,Central,Limpopo,Bendor,PAR4068729133,CUS1619,2022-03-30 00:00:00.000,2.00,0.00,60.00,1,1
pup2086,Central,Western Cape,Kuilsriver,PAR4091110221,CUS1709,2022-03-22 00:00:00.000,2.00,53.30,72.00,1,1
pup2086,Central,Western Cape,Kuilsriver,PAR4091174277,CUS1856,2022-03-28 00:00:00.000,2.00,84.39,123.00,1,1
pup2087,Regional,Western Cape,Goodwood,PAR4091138294,CUS1248,2022-03-10 00:00:00.000,4.00,84.39,112.00,1,1
pup2087,Regional,Western Cape,Goodwood,PAR4091185494,CUS1696,2022-03-18 00:00:00.000,5.00,217.58,253.00,1,1
pup2093,Regional,Gauteng,Germiston,PAR4091124921,CUS1769,2022-03-23 00:00:00.000,3.00,73.83,98.00,1,1
pup2101,Regional,KwaZulu-Natal,Ballito,PAR4091171840,CUS1006,2022-03-16 00:00:00.000,2.00,84.39,88.00,1,1
pup2102,Regional,KwaZulu-Natal,Umhlanga Rocks,01PAR4091168146,CUS1675,2022-03-10 00:00:00.000,5.00,84.39,121.00,1,1
pup2103,Regional,Gauteng,Bryanston,PAR4068717658,CUS1617,2022-03-30 00:00:00.000,4.00,84.39,125.00,1,1
pup2103,Regional,Gauteng,Bryanston,PAR4091139263,CUS1752,2022-03-22 00:00:00.000,3.00,73.83,80.00,1,1
pup2104,Central,KwaZulu-Natal,Amanzimtoti,PAR4068720299,CUS1065,2022-03-14 00:00:00.000,1.00,73.83,99.00,1,1
pup2105,Central,Free State,Bethlehem,PAR4068703061,CUS1969,2022-03-22 00:00:00.000,3.00,84.39,106.00,1,1
pup2106,Township,Free State,Brandwag,PAR4091151019,CUS1927,2022-03-14 00:00:00.000,1.00,0.00,60.00,1,1
pup2107,Central,Free State,Westdene,PAR4068768027,CUS1463,2022-03-16 00:00:00.000,2.00,0.00,60.00,1,1
pup2107,Central,Free State,Westdene,PAR4068783665,CUS1142,2022-03-29 00:00:00.000,3.00,0.00,60.00,1,1
pup2109,Central,North West,Brits,PAR4091135820,CUS1393,2022-03-16 00:00:00.000,1.00,42.16,57.00,1,1
pup211,Central,North West,Delareyville,PAR4068778244,CUS1776,2022-03-26 00:00:00.000,2.00,73.83,110.00,1,1
pup2113,Regional,Gauteng,Pretoriuspark,PAR4068717067,CUS1527,2022-03-11 00:00:00.000,2.00,42.16,50.00,1,1
pup2113,Regional,Gauteng,Pretoriuspark,PAR4068737340,CUS1776,2022-03-28 00:00:00.000,3.00,84.39,89.00,1,1
pup2114,Township,Gauteng,Vanderbijlpark,PAR4091139093,CUS1682,2022-03-15 00:00:00.000,2.00,84.39,104.00,1,1
pup2118,Township,KwaZulu-Natal,Richards Bay,PAR4091123713,CUS1860,2022-03-10 00:00:00.000,3.00,84.39,109.00,1,1
pup2119,Township,North West,Rustenburg,PAR4091123837,CUS1037,2022-03-28 00:00:00.000,5.00,84.39,96.00,1,1
pup2119,Township,North West,Rustenburg,PAR4091132155,CUS1868,2022-03-23 00:00:00.000,8.00,84.39,108.00,1,1
pup2120,Township,KwaZulu-Natal,Ballito,PAR4068703830,CUS1540,2022-03-30 00:00:00.000,4.00,73.83,85.00,1,1
pup2120,Township,KwaZulu-Natal,Ballito,PAR4091104717,CUS1839,2022-03-12 00:00:00.000,5.00,84.39,107.00,1,1
pup2138,Central,North West,Rustenburg,PAR4091165510,CUS1464,2022-03-09 00:00:00.000,2.00,0.00,60.00,1,1
pup2139,Township,North West,Rustenburg,PAR4068757151,CUS1182,2022-03-29 00:00:00.000,2.00,73.83,100.00,1,1
pup214,Central,Limpopo,Vaalwater,PAR4068704429,CUS1157,2022-03-10 00:00:00.000,1.00,42.16,47.00,1,1
pup2169,Regional,Western Cape,Observatory,PAR4068710929,CUS1277,2022-03-23 00:00:00.000,4.00,0.00,60.00,1,1
pup2173,Central,KwaZulu-Natal,Umzimkulu,PAR4068781506,CUS1326,2022-03-14 00:00:00.000,9.00,53.30,60.00,1,1
pup2173,Central,KwaZulu-Natal,Umzimkulu,PAR4091138478,CUS2008,2022-03-28 00:00:00.000,2.00,42.16,53.00,1,1
pup2174,Central,Eastern Cape,Sterkspruit,PAR4091164322,CUS1741,2022-03-16 00:00:00.000,3.00,84.39,87.00,1,1
pup2175,Regional,Mpumalanga,Bushbuckridge,PAR4091150842,CUS1069,2022-03-29 00:00:00.000,2.00,53.30,57.00,1,1
pup2196,Regional,Western Cape,Table View,PAR4068729966,CUS2040,2022-03-24 00:00:00.000,1.00,53.30,64.00,1,1
pup2196,Regional,Western Cape,Table View,PAR4091138404,CUS1112,2022-03-16 00:00:00.000,4.00,53.30,67.00,1,1
pup2209,Regional,Western Cape,Brackenfell,PAR4068710524,CUS2048,2022-03-30 00:00:00.000,2.00,53.30,71.00,1,1
pup2209,Regional,Western Cape,Brackenfell,PAR4091199039,CUS2118,2022-03-11 00:00:00.000,1.00,53.30,78.00,1,1
pup2210,Regional,Gauteng,Brakpan,PAR4068749372,CUS1279,2022-03-18 00:00:00.000,2.00,84.39,114.00,1,1
pup2210,Regional,Gauteng,Brakpan,PAR4068764724,CUS1622,2022-03-24 00:00:00.000,4.00,53.30,65.00,1,1
pup2211,Central,Gauteng,Centurion,PAR4068770422,CUS1564,2022-03-23 00:00:00.000,1.00,73.83,86.00,1,1
pup2212,Regional,KwaZulu-Natal,Chatsworth,PAR4068705144,CUS2176,2022-03-23 00:00:00.000,2.00,84.39,115.00,1,1
pup2212,Regional,KwaZulu-Natal,Chatsworth,PAR4068791167,CUS1295,2022-03-10 00:00:00.000,2.00,53.30,72.00,1,1
pup2214,Regional,Northern Cape,Kimberley,PAR4091108025,CUS2032,2022-03-09 00:00:00.000,2.00,42.16,57.00,1,1
pup2220,Township,KwaZulu-Natal,Eshowe,PAR4091112410,CUS2194,2022-03-16 00:00:00.000,1.00,217.58,225.00,1,1
pup2224,Central,Gauteng,Centurion,PAR4068734190,CUS2042,2022-03-24 00:00:00.000,1.00,53.30,68.00,1,1
pup2224,Central,Gauteng,Centurion,PAR4091121628,CUS1446,2022-03-16 00:00:00.000,4.00,84.39,119.00,1,1
pup2226,Regional,Western Cape,George,PAR4091163165,CUS1867,2022-03-17 00:00:00.000,2.00,84.39,105.00,1,1
pup2228,Township,Eastern Cape,East London,PAR4068747402,CUS1750,2022-03-31 00:00:00.000,4.00,73.83,97.00,1,1
pup2228,Township,Eastern Cape,East London,PAR4091161831,CUS1720,2022-03-22 00:00:00.000,2.00,84.39,96.00,1,1
pup2235,Regional,Free State,Harrismith,PAR4091185712RRB1,CUS1609,2022-03-24 00:00:00.000,4.00,0.00,60.00,1,1
pup2241,Township,Gauteng,Hammanskraal,PAR4068794640,CUS2054,2022-03-29 00:00:00.000,1.00,84.39,86.00,1,1
pup2241,Township,Gauteng,Hammanskraal,PAR4091153150,CUS2119,2022-03-16 00:00:00.000,2.00,0.00,60.00,1,1
pup2241,Township,Gauteng,Hammanskraal,PAR4091180689,CUS1322,2022-03-10 00:00:00.000,2.00,84.39,109.00,1,1
pup2243,Central,Northern Cape,Kathu,PAR4091140279,CUS1450,2022-03-10 00:00:00.000,2.00,84.39,125.00,1,1
pup2246,Township,Eastern Cape,King Williams Town,PAR4091165358,CUS1614,2022-03-28 00:00:00.000,3.00,73.83,106.00,1,1
pup2253,Central,Limpopo,Polokwane,PAR4068709395,CUS1774,2022-03-17 00:00:00.000,3.00,53.30,60.00,1,1
pup2259,Township,KwaZulu-Natal,Matatiele,PAR4091160310,CUS2018,2022-03-17 00:00:00.000,2.00,84.39,126.00,1,1
pup2261,Regional,Western Cape,Wynberg,PAR4091136504,CUS1291,2022-03-11 00:00:00.000,3.00,53.30,73.00,1,1
pup2262,Regional,Eastern Cape,Mdantsane,PAR4091130705,CUS1917,2022-03-10 00:00:00.000,2.00,84.39,88.00,1,1
pup2264,Central,Western Cape,Bellville,PAR4068729554,CUS2057,2022-03-22 00:00:00.000,4.00,73.83,89.00,1,1
pup2267,Township,Free State,Bloemfontein,PAR4068738462,CUS1004,2022-03-10 00:00:00.000,2.00,217.58,259.00,1,1
pup2267,Township,Free State,Bloemfontein,PAR4091147300,CUS1633,2022-03-09 00:00:00.000,2.00,0.00,60.00,1,1
pup2270,Regional,North West,Potchefstroom,PAR4068793163,CUS1862,2022-03-28 00:00:00.000,2.00,53.30,62.00,1,1
pup2272,Township,Western Cape,Worcester,PAR4091177340,CUS1351,2022-03-29 00:00:00.000,4.00,0.00,60.00,1,1
pup2272,Township,Western Cape,Worcester,PAR4091189218,CUS1639,2022-03-11 00:00:00.000,4.00,0.00,60.00,1,1
pup2280,Regional,Western Cape,Paarl,PAR4091197715,CUS1376,2022-03-11 00:00:00.000,3.00,53.30,74.00,1,1
pup2285,Central,KwaZulu-Natal,Pinetown,PAR4068714786,CUS1776,2022-03-17 00:00:00.000,6.00,42.16,52.00,1,1
pup2285,Central,KwaZulu-Natal,Pinetown,PAR4068788209,CUS1270,2022-03-15 00:00:00.000,3.00,84.39,87.00,1,1
pup2285,Central,KwaZulu-Natal,Pinetown,PAR4091167332,CUS1434,2022-03-28 00:00:00.000,2.00,53.30,66.00,1,1
pup2285,Central,KwaZulu-Natal,Pinetown,PAR4091178626,CUS1453,2022-03-17 00:00:00.000,24.00,110.78,117.00,1,1
pup2288,Regional,Mpumalanga,Nelspruit,PAR4091153340,CUS1013,2022-03-10 00:00:00.000,2.00,84.39,124.00,1,1
pup2290,Township,Gauteng,Roodepoort,PAR4091121859,CUS1552,2022-03-22 00:00:00.000,6.00,84.39,120.00,1,1
pup2294,Central,Free State,Sasolburg,PAR4068711790,CUS1963,2022-03-16 00:00:00.000,3.00,84.39,108.00,1,1
pup2298,Central,KwaZulu-Natal,Shelly Beach,PAR4091171107,CUS2039,2022-03-16 00:00:00.000,2.00,0.00,60.00,1,1
pup2299,Central,Western Cape,Somerset West,PAR4068716202,CUS2043,2022-03-24 00:00:00.000,4.00,53.30,73.00,1,1
pup2301,Regional,Mpumalanga,Standerton,PAR4091122464,CUS1437,2022-03-14 00:00:00.000,4.00,73.83,92.00,1,1
pup2305,Township,North West,Taung,PAR4091142882,CUS1980,2022-03-16 00:00:00.000,2.00,53.30,57.00,1,1
pup2306,Regional,Limpopo,Thohoyandou,PAR4068728061,CUS1127,2022-03-10 00:00:00.000,4.00,84.39,101.00,1,1
pup2307,Regional,Limpopo,Thohoyandou,PAR4091168905,CUS1210,2022-03-09 00:00:00.000,4.00,42.16,62.00,1,1
pup2308,Regional,Gauteng,Lenasia,PAR4091100216,CUS1453,2022-03-17 00:00:00.000,26.00,118.99,135.00,1,1
pup2309,Township,Limpopo,Burgersfort,PAR4068702365,CUS2136,2022-03-30 00:00:00.000,2.00,53.30,68.00,1,1
pup2309,Township,Limpopo,Burgersfort,PAR4091153979,CUS2127,2022-03-14 00:00:00.000,2.00,53.30,63.00,1,1
pup2312,Township,Eastern Cape,Uitenhage,PAR4091128606,CUS1440,2022-03-18 00:00:00.000,3.00,84.39,96.00,1,1
pup2318,Township,Free State,Welkom,PAR4091199392,CUS1425,2022-03-10 00:00:00.000,2.00,53.30,73.00,1,1
pup2320,Regional,KwaZulu-Natal,Bluff,PAR4091112517,CUS1230,2022-03-22 00:00:00.000,4.00,73.83,93.00,1,1
pup2320,Regional,KwaZulu-Natal,Bluff,PAR4091142573,CUS1106,2022-03-16 00:00:00.000,2.00,0.00,60.00,1,1
pup2323,Regional,Free State,Bethlehem,PAR4091158084,CUS1776,2022-03-15 00:00:00.000,3.00,84.39,118.00,1,1
pup2333,Central,KwaZulu-Natal,Pietermaritzburg,01PAR4068794640,nan,2022-03-29 00:00:00.000,0.00,0.00,60.00,1,1
pup2333,Central,KwaZulu-Natal,Pietermaritzburg,PAR4068724334,CUS1046,2022-03-18 00:00:00.000,4.00,42.16,62.00,1,1
pup2333,Central,KwaZulu-Natal,Pietermaritzburg,PAR4068796235,CUS2141,2022-03-18 00:00:00.000,4.00,84.39,117.00,1,1
pup2338,Regional,KwaZulu-Natal,Estcourt,PAR4091124825,CUS1229,2022-03-24 00:00:00.000,2.00,84.39,122.00,1,1
pup2340,Central,Western Cape,Bloubergstrand,PAR4091130466,CUS1647,2022-03-18 00:00:00.000,2.00,84.39,94.00,1,1
pup2340,Central,Western Cape,Bloubergstrand,PAR4091152073,CUS1155,2022-03-24 00:00:00.000,1.00,73.83,93.00,1,1
pup2343,Regional,Limpopo,Arborpark,PAR4091148200,CUS1009,2022-03-10 00:00:00.000,2.00,84.39,120.00,1,1
pup2349,Regional,Gauteng,Centurion,PAR4068715128,CUS1136,2022-03-30 00:00:00.000,2.00,53.30,78.00,1,1
pup2349,Regional,Gauteng,Centurion,PAR4068771937,CUS2079,2022-03-23 00:00:00.000,1.00,84.39,120.00,1,1
pup2351,Central,Gauteng,Karenpark,PAR4068774487,CUS2148,2022-03-24 00:00:00.000,1.00,84.39,94.00,1,1
pup2367,Township,KwaZulu-Natal,Stanger,PAR4091187436,CUS1607,2022-03-10 00:00:00.000,3.00,217.58,232.00,1,1
pup2374,Regional,Gauteng,Bedfordview,PAR4091149157,CUS1676,2022-03-28 00:00:00.000,2.00,53.30,55.00,1,1
pup2391,Regional,Mpumalanga,Thulamahashe,PAR4068779803,CUS1452,2022-03-18 00:00:00.000,2.00,84.39,108.00,1,1
pup2391,Regional,Mpumalanga,Thulamahashe,PAR4091142756,CUS1910,2022-03-25 00:00:00.000,2.00,84.39,89.00,1,1
pup2400,Central,Western Cape,Athlone,PAR4091107976,CUS1114,2022-03-09 00:00:00.000,1.00,42.16,49.00,1,1
pup2400,Central,Western Cape,Athlone,PAR4091197634,CUS1078,2022-03-16 00:00:00.000,2.00,0.00,60.00,1,1
pup2402,Regional,Eastern Cape,Vincent Park,PAR4091130568,CUS1853,2022-03-10 00:00:00.000,2.00,53.30,76.00,1,1
pup2402,Regional,Eastern Cape,Vincent Park,PAR4091197360,CUS1406,2022-03-28 00:00:00.000,2.00,84.39,109.00,1,1
pup2403,Regional,Mpumalanga,Volksrust,PAR4068718603,CUS1645,2022-03-09 00:00:00.000,1.00,42.16,43.00,1,1
pup2407,Regional,North West,Rustenburg,PAR4091137265,CUS1600,2022-03-29 00:00:00.000,1.00,0.00,60.00,1,1
pup2411,Regional,Western Cape,Kuilsriver,PAR4091160314,CUS2172,2022-03-09 00:00:00.000,5.00,0.00,60.00,1,1
pup2445,Regional,Gauteng,Brakpan,PAR4091135766,CUS1965,2022-03-14 00:00:00.000,1.00,42.16,60.00,1,1
pup2459,Regional,Mpumalanga,Ermelo,PAR4068750794,CUS1829,2022-03-26 00:00:00.000,2.00,84.39,117.00,1,1
pup2464,Township,North West,Fochville,PAR4091124537,CUS1885,2022-03-22 00:00:00.000,1.00,73.83,97.00,1,1
pup2472,Regional,Limpopo,Hoedspruit,PAR4091115313,CUS1448,2022-03-17 00:00:00.000,2.00,84.39,123.00,1,1
pup2475,Township,Western Cape,Ladismith,PAR4091144860,CUS2163,2022-03-15 00:00:00.000,3.00,84.39,93.00,1,1
pup2475,Township,Western Cape,Ladismith,PAR4091195796,CUS1939,2022-03-10 00:00:00.000,3.00,84.39,105.00,1,1
pup25,Central,Western Cape,Parow,PAR4091111730,CUS1089,2022-03-09 00:00:00.000,2.00,42.16,44.00,1,1
pup2519,Central,Western Cape,Bellville,PAR4091110974,CUS1747,2022-03-24 00:00:00.000,2.00,73.83,103.00,1,1
pup2524,Central,Gauteng,Midrand,PAR4068791227,CUS1896,2022-03-25 00:00:00.000,1.00,84.39,94.00,1,1
pup2527,Regional,Western Cape,Constantia,PAR4091137108,CUS1189,2022-03-22 00:00:00.000,4.00,84.39,125.00,1,1
pup2527,Regional,Western Cape,Constantia,PAR4091172482,CUS1324,2022-03-11 00:00:00.000,1.00,53.30,73.00,1,1
pup2527,Regional,Western Cape,Constantia,PAR4091181642,CUS1403,2022-03-10 00:00:00.000,2.00,73.83,82.00,1,1
pup2528,Regional,KwaZulu-Natal,Umhlanga Ridge,PAR4068767270,CUS1890,2022-03-28 00:00:00.000,3.00,73.83,78.00,1,1
pup2533,Township,Western Cape,Bellville,PAR4091161168,CUS1646,2022-03-09 00:00:00.000,1.00,73.83,78.00,1,1
pup2533,Township,Western Cape,Bellville,PAR4091180813,CUS1625,2022-03-09 00:00:00.000,1.00,84.39,107.00,1,1
pup2533,Township,Western Cape,Bellville,PAR4091199919,CUS1401,2022-03-11 00:00:00.000,2.00,53.30,71.00,1,1
pup2534,Central,Gauteng,Roodepoort,PAR4068717244,CUS2103,2022-03-23 00:00:00.000,4.00,73.83,86.00,1,1
pup2537,Township,Gauteng,Bedfordview,PAR4068771626,CUS1913,2022-03-31 00:00:00.000,4.00,84.39,85.00,1,1
pup2538,Township,KwaZulu-Natal,Westville,PAR4068736124,CUS1552,2022-03-15 00:00:00.000,4.00,84.39,123.00,1,1
pup2538,Township,KwaZulu-Natal,Westville,PAR4068780408,CUS1304,2022-03-31 00:00:00.000,1.00,53.30,73.00,1,1
pup2541,Regional,Gauteng,Sandton,PAR4091177075,CUS1082,2022-03-19 00:00:00.000,6.00,84.39,118.00,1,1
pup2559,Regional,Western Cape,George,PAR4091158099,CUS1246,2022-03-11 00:00:00.000,2.00,73.83,78.00,1,1
pup2562,Regional,Gauteng,Marshalltown,PAR4091152919,CUS1604,2022-03-10 00:00:00.000,3.00,84.39,95.00,1,1
pup2563,Regional,Gauteng,Atteridgeville,PAR4091163289,CUS2015,2022-03-15 00:00:00.000,2.00,53.30,76.00,1,1
pup2564,Regional,Limpopo,Seshego,PAR4091121897,CUS2038,2022-03-23 00:00:00.000,5.00,42.16,46.00,1,1
pup2570,Central,Mpumalanga,Bethal,PAR4091111205,CUS1129,2022-03-16 00:00:00.000,4.00,0.00,60.00,1,1
pup2615,Township,Gauteng,Mahube,PAR4068740395,CUS1037,2022-03-17 00:00:00.000,6.00,84.39,105.00,1,1
pup2615,Township,Gauteng,Mahube,PAR4068756624,CUS1924,2022-03-15 00:00:00.000,3.00,73.83,104.00,1,1
pup2616,Central,Western Cape,Bergsig,PAR4091189588,CUS1776,2022-03-11 00:00:00.000,2.00,84.39,112.00,1,1
pup2671,Central,Free State,Helikonhoogte,PAR4091113870,CUS1239,2022-03-28 00:00:00.000,2.00,84.39,95.00,1,1
pup2671,Central,Free State,Helikonhoogte,PAR4091138638,CUS1643,2022-03-10 00:00:00.000,3.00,84.39,101.00,1,1
pup2697,Regional,North West,Mahikeng,PAR4091128643,CUS1161,2022-03-14 00:00:00.000,2.00,53.30,74.00,1,1
pup2714,Regional,Western Cape,Bellville,PAR4091177771,CUS1955,2022-03-09 00:00:00.000,1.00,84.39,115.00,1,1
pup2716,Central,KwaZulu-Natal,Woodlands,PAR4091183842,CUS1022,2022-03-10 00:00:00.000,2.00,53.30,58.00,1,1
pup2717,Regional,KwaZulu-Natal,Hillcrest,PAR4068723835,CUS1608,2022-03-28 00:00:00.000,3.00,73.83,92.00,1,1
pup2717,Regional,KwaZulu-Natal,Hillcrest,PAR4091100502,CUS1894,2022-03-22 00:00:00.000,3.00,84.39,96.00,1,1
pup2719,Regional,Western Cape,George,PAR4068711834,CUS1093,2022-03-24 00:00:00.000,3.00,73.83,95.00,1,1
pup2722,Regional,Gauteng,Equestria,PAR4068769000,CUS1705,2022-03-18 00:00:00.000,2.00,53.30,64.00,1,1
pup2724,Township,Mpumalanga,West Acres,PAR4091124583,CUS1349,2022-03-11 00:00:00.000,2.00,53.30,67.00,1,1
pup2724,Township,Mpumalanga,West Acres,PAR4091193133,CUS2082,2022-03-30 00:00:00.000,2.00,84.39,99.00,1,1
pup2725,Central,Gauteng,Strubens Valley,PAR2081696454,CUS1088,2022-03-23 00:00:00.000,1.00,84.39,89.00,1,1
pup2727,Regional,Limpopo,Bendor,PAR4091140374,CUS1699,2022-03-10 00:00:00.000,2.00,84.39,117.00,1,1
pup2730,Township,Eastern Cape,Walmer,PAR4091174877,CUS1310,2022-03-22 00:00:00.000,4.00,73.83,94.00,1,1
pup2735,Central,KwaZulu-Natal,Newcastle,PAR4068750299,CUS1340,2022-03-22 00:00:00.000,7.00,0.00,60.00,1,1
pup2736,Central,Mpumalanga,Middelburg,PAR4091141479,CUS1901,2022-03-14 00:00:00.000,1.00,84.39,102.00,1,1
pup2738,Township,Western Cape,V & A Waterfront,PAR4091125162,CUS2101,2022-03-10 00:00:00.000,2.00,53.30,78.00,1,1
pup2741,Central,KwaZulu-Natal,La Lucia,PAR4091186261,CUS1283,2022-03-17 00:00:00.000,1.00,84.39,116.00,1,1
pup2746,Central,KwaZulu-Natal,Dolphin Coast,PAR4068707509,CUS1776,2022-03-15 00:00:00.000,2.00,53.30,67.00,1,1
pup2746,Central,KwaZulu-Natal,Dolphin Coast,PAR4068784562,CUS1097,2022-03-09 00:00:00.000,1.00,84.39,113.00,1,1
pup2749,Central,Gauteng,Karenpark,PAR4091195186,CUS1656,2022-03-10 00:00:00.000,9.00,0.00,60.00,1,1
pup2750,Township,Western Cape,Tokai,PAR4091188896,CUS1262,2022-03-29 00:00:00.000,3.00,73.83,91.00,1,1
pup2753,Township,KwaZulu-Natal,Westville,PAR4091194472,CUS1177,2022-03-15 00:00:00.000,2.00,0.00,60.00,1,1
